שם קידוח,אגן,ייעוד הקידוח,אתר ניטור,סוג זיהום,תאריך מדידה,עומק הדיגום,סמל פרמטר,יחידת מידה,ריכוז,סמן
מק נחלי מנשה 1,חוף,חברת מקורות,,,7/20/2004,,TCEY,microgr/L,0.2,
מק נחלי מנשה 1,חוף,חברת מקורות,,,7/20/2004,,TECE,microgr/L,0.2,
מק חדרה 4,חוף,חברת מקורות,,,7/20/2004,,TCEY,microgr/L,0.2,
מק חדרה 4,חוף,חברת מקורות,,,7/20/2004,,TECE,microgr/L,0.2,
מק חדרה 5 א,חוף,חברת מקורות,,,7/20/2004,,TCEY,microgr/L,0.2,
מק חדרה 5 א,חוף,חברת מקורות,,,7/20/2004,,TECE,microgr/L,0.2,
מק נחלי מנשה 25,חוף,חברת מקורות,,,7/20/2004,,TCEY,microgr/L,0.2,
מק נחלי מנשה 25,חוף,חברת מקורות,,,7/20/2004,,TECE,microgr/L,0.2,
פ עלומים 2,חוף,פרטי,,,7/25/2004,,TCEY,microgr/L,0.2,
פ עלומים 2,חוף,פרטי,,,7/25/2004,,TECE,microgr/L,0.2,
מק ברור חיל 1,חוף,חברת מקורות,,,7/25/2004,,TCEY,microgr/L,0.2,
מק ברור חיל 1,חוף,חברת מקורות,,,7/25/2004,,TECE,microgr/L,0.2,
מק יד מרדכי 1,חוף,חברת מקורות,,,7/25/2004,,TCEY,microgr/L,0.2,
מק יד מרדכי 1,חוף,חברת מקורות,,,7/25/2004,,TECE,microgr/L,0.2,
מק שוקדה 2,חוף,חברת מקורות,,,7/26/2004,,TCEY,microgr/L,0.2,
מק שוקדה 2,חוף,חברת מקורות,,,7/26/2004,,TECE,microgr/L,0.2,
פ גליל ים א קבוץ,חוף,פרטי,,,7/27/2004,,MTBE,microgr/L,0.1,<
פ גליל ים א קבוץ,חוף,פרטי,,,7/27/2004,,TCEY,microgr/L,0,
פ גליל ים א קבוץ,חוף,פרטי,,,7/27/2004,,TECE,microgr/L,0,
פ רמת השרון ז,חוף,פרטי,,,7/28/2004,,TCEY,microgr/L,1.8,
פ רמת השרון ח,חוף,פרטי,,,7/28/2004,,TCEY,microgr/L,1.8,
פ רמת השרון ג,חוף,פרטי,,,7/28/2004,,TCEY,microgr/L,1.2,
מק חיטין 4,כנרת,חברת מקורות,,,7/28/2004,,TCEY,microgr/L,0.2,
מק חיטין 4,כנרת,חברת מקורות,,,7/28/2004,,TECE,microgr/L,0.2,
מק חיטין 3,כנרת,חברת מקורות,,,7/28/2004,,TCEY,microgr/L,0.2,
מק חיטין 3,כנרת,חברת מקורות,,,7/28/2004,,TECE,microgr/L,0.2,
 פ רמת גן נחלת גנים א,חוף,פרטי,,,7/29/2004,,TCEY,microgr/L,0,
 פ רמת גן נחלת גנים א,חוף,פרטי,,,7/29/2004,,TECE,microgr/L,0,
פ הרצליה שכון עממי,חוף,פרטי,,,8/2/2004,,TCEY,microgr/L,1.1,
פ הרצליה שכון עממי,חוף,פרטי,,,8/2/2004,,TECE,microgr/L,2.1,
פ הרצליה א מפעל המים,חוף,פרטי,,,8/2/2004,,MTBE,microgr/L,40,
פ הרצליה א מפעל המים,חוף,פרטי,,,8/2/2004,,MTBE,microgr/L,47.1,
פ הרצליה ב ישנה,חוף,פרטי,,,8/2/2004,,TCEY,microgr/L,44,
פ הרצליה ב ישנה,חוף,פרטי,,,8/2/2004,,TECE,microgr/L,2,
מק כרכור 36,ירקתן,חברת מקורות,,,8/3/2004,,TCEY,microgr/L,0.2,
מק כרכור 36,ירקתן,חברת מקורות,,,8/3/2004,,TECE,microgr/L,0.2,
מק נחלי מנשה 13א,חוף,חברת מקורות,,,8/3/2004,,TCEY,microgr/L,0.2,
מק נחלי מנשה 13א,חוף,חברת מקורות,,,8/3/2004,,TECE,microgr/L,0.2,
מק מולדת 8,חוף,חברת מקורות,,,8/4/2004,,TCEY,microgr/L,0.2,
מק מולדת 8,חוף,חברת מקורות,,,8/4/2004,,TECE,microgr/L,0.2,
מק שוקדה 2,חוף,חברת מקורות,,,8/10/2004,,TCEY,microgr/L,0.2,
מק שוקדה 2,חוף,חברת מקורות,,,8/10/2004,,TECE,microgr/L,0.2,
פ עלומים 2,חוף,פרטי,,,8/10/2004,,TCEY,microgr/L,0.2,
פ עלומים 2,חוף,פרטי,,,8/10/2004,,TECE,microgr/L,0.2,
מק ברור חיל 1,חוף,חברת מקורות,,,8/10/2004,,TCEY,microgr/L,0.2,
מק ברור חיל 1,חוף,חברת מקורות,,,8/10/2004,,TECE,microgr/L,0.2,
מק יד מרדכי 1,חוף,חברת מקורות,,,8/11/2004,,TCEY,microgr/L,0.2,
מק יד מרדכי 1,חוף,חברת מקורות,,,8/11/2004,,TECE,microgr/L,0.2,
מק אשקלון 1,חוף,חברת מקורות,,,8/11/2004,,TCEY,microgr/L,0.2,
מק אשקלון 1,חוף,חברת מקורות,,,8/11/2004,,TECE,microgr/L,0.2,
פ תל השומר 7,חוף,פרטי,,,8/11/2004,,TCEY,microgr/L,6.3,
פ תל השומר 7,חוף,פרטי,,,8/11/2004,,TECE,microgr/L,42.7,
פ רמת השרון ב,חוף,פרטי,,,8/18/2004,,TCEY,microgr/L,12.2,
פ תל השומר 7,חוף,פרטי,,,8/19/2004,,TCEY,microgr/L,6.3,
פ תל השומר 7,חוף,פרטי,,,8/19/2004,,TECE,microgr/L,42.7,
פ כפר אזר ב,חוף,פרטי,,,8/19/2004,,TCEY,microgr/L,6.3,
פ כפר אזר ב,חוף,פרטי,,,8/19/2004,,TECE,microgr/L,0,
פ גבעתיים ג עיריה,חוף,פרטי,,,8/19/2004,,TCEY,microgr/L,0,
פ גבעתיים ג עיריה,חוף,פרטי,,,8/19/2004,,TECE,microgr/L,0,
פ בני ברק ג הישיבה,חוף,פרטי,,,8/19/2004,,TCEY,microgr/L,0,
פ בני ברק ג הישיבה,חוף,פרטי,,,8/19/2004,,TECE,microgr/L,0,
פ רמת השרון ב,חוף,פרטי,,,8/19/2004,,TCEY,microgr/L,13.9,
מק יבניאל 2,ההר המזרחי,חברת מקורות,,,8/23/2004,,TCEY,microgr/L,0.2,
מק יבניאל 2,ההר המזרחי,חברת מקורות,,,8/23/2004,,TECE,microgr/L,0.2,
מק ברכת רם 1,כנרת,חברת מקורות,,,8/23/2004,,TCEY,microgr/L,0.2,
מק ברכת רם 1,כנרת,חברת מקורות,,,8/23/2004,,TECE,microgr/L,0.2,
מק ניצנים נקז 11,חוף,חברת מקורות,,,8/24/2004,,TCEY,microgr/L,0.2,
מק ניצנים נקז 11,חוף,חברת מקורות,,,8/24/2004,,TECE,microgr/L,0.2,
מק נח אשדוד 10,חוף,חברת מקורות,,,8/24/2004,,TCEY,microgr/L,0.2,
מק נח אשדוד 10,חוף,חברת מקורות,,,8/24/2004,,TECE,microgr/L,0.2,
פ תל השומר 7,חוף,פרטי,,,8/24/2004,,TECE,microgr/L,43.2,
פ תל השומר 7,חוף,פרטי,,,8/25/2004,,TECE,microgr/L,43.2,
פ כפר אזר ב,חוף,פרטי,,,8/29/2004,,TCEY,microgr/L,6.3,
פ כפר אזר ב,חוף,פרטי,,,8/29/2004,,TECE,microgr/L,0,
מק בירה 2,ההר המזרחי,חברת מקורות,,,8/31/2004,,TCEY,microgr/L,0.2,
מק בירה 2,ההר המזרחי,חברת מקורות,,,8/31/2004,,TECE,microgr/L,0.2,
מק כלנית 1,כנרת,חברת מקורות,,,8/31/2004,,TCEY,microgr/L,0.2,
מק כלנית 1,כנרת,חברת מקורות,,,8/31/2004,,TECE,microgr/L,0.2,
פ סלע ב (בט),חוף,פרטי,,,9/1/2004,,TCEY,microgr/L,0,
פ סלע ב (בט),חוף,פרטי,,,9/1/2004,,TECE,microgr/L,0.2,
פ תל השומר 7,חוף,פרטי,,,9/6/2004,,TECE,microgr/L,48,
מק חדרה 6,חוף,חברת מקורות,,,9/7/2004,,TCEY,microgr/L,0.2,
מק חדרה 6,חוף,חברת מקורות,,,9/7/2004,,TECE,microgr/L,0.2,
מק ודי ערה 1,ירקתן,חברת מקורות,,,9/13/2004,,TCEY,microgr/L,0.2,
מק ודי ערה 1,ירקתן,חברת מקורות,,,9/13/2004,,TECE,microgr/L,0.2,
מק יסעור 3,גליל מערבי,חברת מקורות,,,9/13/2004,,TCEY,microgr/L,0.2,
מק יסעור 3,גליל מערבי,חברת מקורות,,,9/13/2004,,TECE,microgr/L,0.2,
מק ברעם 2,כנרת,חברת מקורות,,,10/17/2004,,TCEY,microgr/L,0.2,
מק ברעם 2,כנרת,חברת מקורות,,,10/17/2004,,TECE,microgr/L,0.2,
מק שלומי 1,גליל מערבי,חברת מקורות,,,10/17/2004,,TCEY,microgr/L,0.2,
מק שלומי 1,גליל מערבי,חברת מקורות,,,10/17/2004,,TECE,microgr/L,0.2,
מק כלנית 7,כנרת,חברת מקורות,,,10/18/2004,,TCEY,microgr/L,0.2,
מק כלנית 7,כנרת,חברת מקורות,,,10/18/2004,,TECE,microgr/L,0.2,
פ גבעתיים ד עיריה,חוף,פרטי,,,10/21/2004,,TCEY,microgr/L,0,
פ גבעתיים ד עיריה,חוף,פרטי,,,10/21/2004,,TECE,microgr/L,0,
פ הרצליה ב ישנה,חוף,פרטי,,,10/21/2004,,TCEY,microgr/L,20.5,
פ הרצליה ב ישנה,חוף,פרטי,,,10/21/2004,,TECE,microgr/L,1.3,
פ תא עיר ושינגטון,חוף,פרטי,,,10/25/2004,,TCEY,microgr/L,12.2,
פ תא עיר ושינגטון,חוף,פרטי,,,10/25/2004,,TECE,microgr/L,0,
פ תא עיר צפון א6,חוף,פרטי,,,10/25/2004,,TCEY,microgr/L,16.6,
פ תא עיר צפון א6,חוף,פרטי,,,10/25/2004,,TECE,microgr/L,0,
מק עין הים 1,כרמל,חברת מקורות,,,10/25/2004,,TCEY,microgr/L,0.2,
מק עין הים 1,כרמל,חברת מקורות,,,10/25/2004,,TECE,microgr/L,0.2,
מק נח אשדוד 24,חוף,חברת מקורות,,,10/31/2004,,TCEY,microgr/L,0.2,
מק נח אשדוד 24,חוף,חברת מקורות,,,10/31/2004,,TECE,microgr/L,0.2,
מק אשדוד 37,חוף,חברת מקורות,,,10/31/2004,,TCEY,microgr/L,0.2,
מק אשדוד 37,חוף,חברת מקורות,,,10/31/2004,,TECE,microgr/L,0.2,
פ הרצליה ב באר ג,חוף,פרטי,,,10/31/2004,,TCEY,microgr/L,18.2,
פ הרצליה ב באר ג,חוף,פרטי,,,10/31/2004,,TECE,microgr/L,5.8,
מק חזון 2,כנרת,חברת מקורות,,,10/31/2004,,TCEY,microgr/L,0.2,
מק חזון 2,כנרת,חברת מקורות,,,10/31/2004,,TECE,microgr/L,0.2,
מק ואדי קרן 4,גליל מערבי,חברת מקורות,,,10/31/2004,,TCEY,microgr/L,0.2,
מק ואדי קרן 4,גליל מערבי,חברת מקורות,,,10/31/2004,,TECE,microgr/L,0.2,
מק חולון 5,חוף,חברת מקורות,,,11/2/2004,,TCEY,microgr/L,3.7,
מק חולון 5,חוף,חברת מקורות,,,11/2/2004,,TECE,microgr/L,0.2,
מק חולון 14,חוף,חברת מקורות,,,11/2/2004,,TCEY,microgr/L,6.3,
מק חולון 14,חוף,חברת מקורות,,,11/2/2004,,TECE,microgr/L,0.2,
מק חולון 1,חוף,חברת מקורות,,,11/2/2004,,TCEY,microgr/L,0.2,
מק חולון 1,חוף,חברת מקורות,,,11/2/2004,,TECE,microgr/L,0.2,
מק חולון 4,חוף,חברת מקורות,,,11/2/2004,,TCEY,microgr/L,0.2,
מק חולון 4,חוף,חברת מקורות,,,11/2/2004,,TECE,microgr/L,0.2,
מק קרני שומרון,ירקתן,חברת מקורות,,,11/2/2004,,TCEY,microgr/L,0.2,
מק קרני שומרון,ירקתן,חברת מקורות,,,11/2/2004,,TECE,microgr/L,0.2,
מק סלעית,ירקתן,פרטי,,,11/2/2004,,TCEY,microgr/L,0.2,
מק סלעית,ירקתן,פרטי,,,11/2/2004,,TECE,microgr/L,0.2,
פ הדסים כפר הנוער ב,חוף,פרטי,,,11/8/2004,,TCEY,microgr/L,0,
פ הדסים כפר הנוער ב,חוף,פרטי,,,11/8/2004,,TECE,microgr/L,0,
פ הדסים כפר הנער א,חוף,פרטי,,,11/8/2004,,TCEY,microgr/L,0,
פ הדסים כפר הנער א,חוף,פרטי,,,11/8/2004,,TECE,microgr/L,0,
פ מגדיאל המרוה יב,חוף,פרטי,,,11/9/2004,,TCEY,microgr/L,0,
פ מגדיאל המרוה יב,חוף,פרטי,,,11/9/2004,,TECE,microgr/L,0,
מק מנצורה 1,כנרת,חברת מקורות,,,11/14/2004,,TCEY,microgr/L,0.2,
מק מנצורה 1,כנרת,חברת מקורות,,,11/14/2004,,TECE,microgr/L,0.2,
מק ברכת רם 2,כנרת,חברת מקורות,,,11/14/2004,,TCEY,microgr/L,0.2,
מק ברכת רם 2,כנרת,חברת מקורות,,,11/14/2004,,TECE,microgr/L,0.2,
 פ רמת גן בר אילן עיר,חוף,פרטי,,,11/17/2004,,TCEY,microgr/L,0,
 פ רמת גן בר אילן עיר,חוף,פרטי,,,11/17/2004,,TECE,microgr/L,0,
מק חולון 20,חוף,חברת מקורות,,,11/21/2004,,TCEY,microgr/L,0.2,
מק חולון 20,חוף,חברת מקורות,,,11/21/2004,,TECE,microgr/L,0.2,
מק חזון 1 נחל צלמון,כנרת,חברת מקורות,,,11/21/2004,,TCEY,microgr/L,0.2,
מק חזון 1 נחל צלמון,כנרת,חברת מקורות,,,11/21/2004,,TECE,microgr/L,0.2,
מק כוכב 4,חוף,חברת מקורות,,,11/23/2004,,TCEY,microgr/L,0.2,
מק כוכב 4,חוף,חברת מקורות,,,11/23/2004,,TECE,microgr/L,0.2,
מק גבר עם 4א,חוף,חברת מקורות,,,11/23/2004,,TCEY,microgr/L,0.2,
מק גבר עם 4א,חוף,חברת מקורות,,,11/23/2004,,TECE,microgr/L,0.2,
מק שדה אליעזר 3,כנרת,חברת מקורות,,,11/24/2004,,TCEY,microgr/L,0.2,
מק שדה אליעזר 3,כנרת,חברת מקורות,,,11/24/2004,,TECE,microgr/L,0.2,
מק חולון 8,חוף,חברת מקורות,,,11/25/2004,,TCEY,microgr/L,82,
מק חולון 8,חוף,חברת מקורות,,,11/25/2004,,TECE,microgr/L,3.9,
מק טירלי 6,כרמל,חברת מקורות,,,11/28/2004,,TCEY,microgr/L,0.2,
מק טירלי 6,כרמל,חברת מקורות,,,11/28/2004,,TECE,microgr/L,0.2,
מק חוף הכרמל 7,כרמל,חברת מקורות,,,11/28/2004,,TCEY,microgr/L,0.2,
מק חוף הכרמל 7,כרמל,חברת מקורות,,,11/28/2004,,TECE,microgr/L,0.2,
פ זמורות א הסוכנות,חוף,פרטי,,,11/29/2004,,TCEY,microgr/L,0.2,
פ זמורות א הסוכנות,חוף,פרטי,,,11/29/2004,,TECE,microgr/L,0.2,
מק נח אשדוד 13,חוף,חברת מקורות,,,11/29/2004,,TCEY,microgr/L,0.2,
מק נח אשדוד 13,חוף,חברת מקורות,,,11/29/2004,,TECE,microgr/L,0.2,
מק גבר עם 2,חוף,חברת מקורות,,,11/30/2004,,TCEY,microgr/L,0.2,
מק גבר עם 2,חוף,חברת מקורות,,,11/30/2004,,TECE,microgr/L,0.2,
מק גבר עם 3,חוף,חברת מקורות,,,11/30/2004,,TCEY,microgr/L,0.2,
מק גבר עם 3,חוף,חברת מקורות,,,11/30/2004,,TECE,microgr/L,0.2,
מק משען 4,חוף,חברת מקורות,,,11/30/2004,,TCEY,microgr/L,0.2,
מק משען 4,חוף,חברת מקורות,,,11/30/2004,,TECE,microgr/L,0.2,
פ סלע ב (בט),חוף,פרטי,,,11/30/2004,,TCEY,microgr/L,0,
פ סלע ב (בט),חוף,פרטי,,,11/30/2004,,TECE,microgr/L,0.2,
פ קרית אונו 3 דרומית,חוף,פרטי,,,12/5/2004,,TCEY,microgr/L,0.7,
פ קרית אונו 3 דרומית,חוף,פרטי,,,12/5/2004,,TECE,microgr/L,16.6,
פ קרית אונו רייזפלד,חוף,פרטי,,,12/5/2004,,TCEY,microgr/L,0.2,
פ קרית אונו רייזפלד,חוף,פרטי,,,12/5/2004,,TECE,microgr/L,0.3,
מק בארותיים 3,ירקתן,חברת מקורות,,,12/5/2004,,TCEY,microgr/L,0.2,
מק בארותיים 3,ירקתן,חברת מקורות,,,12/5/2004,,TECE,microgr/L,0.2,
מק רוויה 5,ההר המזרחי,חברת מקורות,,,12/5/2004,,TCEY,microgr/L,0.2,
מק רוויה 5,ההר המזרחי,חברת מקורות,,,12/5/2004,,TECE,microgr/L,0.2,
מק רוויה 7,ההר המזרחי,חברת מקורות,,,12/5/2004,,TCEY,microgr/L,0.2,
מק רוויה 7,ההר המזרחי,חברת מקורות,,,12/5/2004,,TECE,microgr/L,0.2,
מק כרכור 146,ירקתן,חברת מקורות,,,12/5/2004,,TCEY,microgr/L,0.2,
מק כרכור 146,ירקתן,חברת מקורות,,,12/5/2004,,TECE,microgr/L,0.2,
מק הרודיון 3,ההר המזרחי,חברת מקורות,,,12/6/2004,,TCEY,microgr/L,0.2,
מק הרודיון 3,ההר המזרחי,חברת מקורות,,,12/6/2004,,TECE,microgr/L,0.2,
מק הרודיון 1,ההר המזרחי,חברת מקורות,,,12/6/2004,,TCEY,microgr/L,0.2,
מק הרודיון 1,ההר המזרחי,חברת מקורות,,,12/6/2004,,TECE,microgr/L,0.2,
מק הרודיון 4,ההר המזרחי,חברת מקורות,,,12/7/2004,,TCEY,microgr/L,0.2,
מק הרודיון 4,ההר המזרחי,חברת מקורות,,,12/7/2004,,TECE,microgr/L,0.2,
מק ברדלה 1,ההר המזרחי,חברת מקורות,,,12/7/2004,,TCEY,microgr/L,0.2,
מק ברדלה 1,ההר המזרחי,חברת מקורות,,,12/7/2004,,TECE,microgr/L,0.2,
מק נחלי מנשה 2 א,חוף,חברת מקורות,,,12/19/2004,,TCEY,microgr/L,0.2,
מק נחלי מנשה 2 א,חוף,חברת מקורות,,,12/19/2004,,TECE,microgr/L,0.2,
מק נחלי מנשה 20,חוף,חברת מקורות,,,12/19/2004,,TCEY,microgr/L,0.2,
מק נחלי מנשה 20,חוף,חברת מקורות,,,12/19/2004,,TECE,microgr/L,0.2,
פ נתניה 10 עיר,חוף,פרטי,,,1/4/2005,,TCEY,microgr/L,0,
פ נתניה 10 עיר,חוף,פרטי,,,1/4/2005,,TECE,microgr/L,0,
פ נתניה 26 עיר,חוף,פרטי,,,1/4/2005,,TCEY,microgr/L,0,
פ נתניה 26 עיר,חוף,פרטי,,,1/4/2005,,TECE,microgr/L,0,
 פ כ קאסם אגודה שתופי,ירקתן,פרטי,,,1/11/2005,,TCEY,microgr/L,0,
 פ כ קאסם אגודה שתופי,ירקתן,פרטי,,,1/11/2005,,TECE,microgr/L,0,
מק באר שבע 1 א,ירקתן,חברת מקורות,,,1/30/2005,,TCEY,microgr/L,0,
מק באר שבע 1 א,ירקתן,חברת מקורות,,,1/30/2005,,TECE,microgr/L,0,
מק תל  שוקת 4,ירקתן,חברת מקורות,,,1/30/2005,,TCEY,microgr/L,0,
מק תל  שוקת 4,ירקתן,חברת מקורות,,,1/30/2005,,TECE,microgr/L,0,
פ בנימינה ממ 1   37,חוף,פרטי,,,2/2/2005,,TCEY,microgr/L,0,
פ בנימינה ממ 1   37,חוף,פרטי,,,2/2/2005,,TECE,microgr/L,0,
מק באר שבע 9,ירקתן,חברת מקורות,,,2/6/2005,,TCEY,microgr/L,0,
